Problem Date,Problem Details,Language,Title,URL
6/14/2026,Je Suis conductor du grueso atoure en france je besoinde de travaille au canada,fr,Connectez-vous à votre compte IRCC - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/comptes-ircc.html
6/14/2026,I want to fill the Canada forms,en,Immigration and citizenship - Canada.ca,https://www.canada.ca/en/services/immigration-citizenship.html
6/14/2026,I wish visiting my sister and her family,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/14/2026,College,en,Designated learning institutions list - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/study-permit/prepare/designated-learning-institutions-list.html
6/14/2026,Ave,fr,Vérifiez si vous avez besoin d’un visa ou d’une AVE pour vous rendre au Canada - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/verifiez-visa-ave.html
6/14/2026,Want to check whether eta is still valid,en,Visit Canada - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada.html
6/14/2026,"je n,arrive pas a televerser le formulaire dans ma demande au niveau dircc",fr,"Demande pour modifier les conditions de séjour, proroger le séjour ou demeurer au Canada comme visiteur ou titulaire de permis de séjour temporaire (IMM 5708) - Canada.ca",https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/formulaires-demande-guides/imm5708.html
6/14/2026,would like to make an appointment to apply in person but not able to find a link for in person appointments,en,How to renew a passport in Canada - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports/renew-adult-passport.html
6/14/2026,I need a copy of my IRCC issued last year.,en,Sign in to your IRCC secure account - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/account.html
6/14/2026,Passport tracking,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/14/2026,I will be applying for citizenship by descent and I don't see that in the scenarios on this checklist,en,Document Checklist: Application for a Citizenship Certificate (Proof of Citizenship) (CIT 0014) - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/cit0014.html
6/14/2026,Looking for an application form to fill out for Canadian citizenship,en,Your IRCC application - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application.html
6/14/2026,need printable forms,en,Application for visitor visa (temporary resident visa) (IMM 5257) - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/imm5257.html
6/14/2026,My application to Voluntary Renounce Permanent Residency of Canada was made more than 20 years ago at the Hong Kong Canadian High Commission in a sworn affidavit. Please check and record to enable me to successfully renew my eTA which expires in July 2026.,en,Application to Voluntarily Renounce Permanent Resident Status (IMM 5782) - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/imm5782.html
6/14/2026,I want to know how I can apply for permanent residency,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/14/2026,le lien pour l'ave,fr,Autorisation de voyage électronique (AVE) : Après avoir présenté une demande - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave/apres-demande-etapes-suivantes.html
6/14/2026,I applied 2024. April for my pr application may I need to know how its taken to get the PR card ?,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/14/2026,i want to check my eligibilty for visitor visa,en,How to apply for a visitor visa - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/apply-visitor-visa.html
6/14/2026,Les documents a fournir pour une demande de visa touristique,fr,Visa de visiteur : Documents justificatifs – demandeur de visa de visiteur,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/documents-justificatifs.html/1000
6/14/2026,"Si j'ai une licence en sciences économiques et de gestion mais je n'ai pas encore une expérience de travail, alors comment faire pour obtenir un visa résident permanent",fr,Immigrer dans le cadre d’Entrée express - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/immigrer-canada/entree-express.html
6/14/2026,I want to see my pr status Please Tell me how will I check my pr file status,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/14/2026,I never heard of eta. Who needs it? How is it obtained? Why won't you answer?,en,Visit Canada - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada.html
6/14/2026,listes des services ou faites empreinte digital,fr,Citoyenneté canadienne pour adultes et enfants mineurs :  Après avoir présenté une demande - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/citoyennete-canadienne/adulte-mineur/apres.html
6/14/2026,formulaire demande d'offre emploi,fr,Trouver des formulaires de demande d’IRCC et des instructions - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/formulaires-demande-guides.html
6/14/2026,How long it takes to get AOR after submitting application,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/14/2026,"J’ai fait une demande et payé 159 USD , ou faire la demande pour 7 USD ?",fr,"Rappels essentiels pour demander une AVE : fraude, limites, session - Canada.ca",https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave/rappels-importants-presenter-ave.html
6/14/2026,My husband and I will be cruising to Alaska and we have U.S. passports. Do we need anything else to travel through Canada?,en,Visit Canada - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada.html
6/14/2026,"I hold Syrian and ######## citizenship. I have an academic degree (Bachelor’s) in Economics, Accounting Department, and a Bachelor’s degree in Law. I was born in 1975. I have two sons. ### younger was born in 2004 and is studying Dentistry at Damascus University. The older was born in 2000 and gradu",fr,Niveaux d’immigration au Canada - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/initiatives-ministerielles/niveaux.html
6/14/2026,boujour je voudrai céer un compte pour la demande du visa du migration au canada,fr,Votre demande à IRCC - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande.html
6/14/2026,faire une demande directe d'AVE,fr,"Rappels essentiels pour demander une AVE : fraude, limites, session - Canada.ca",https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave/rappels-importants-presenter-ave.html
6/14/2026,Start up visa,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/14/2026,Pptc 445 new,en,Find a passport or travel document form - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports/forms.html
6/14/2026,comment envoyer le formulaire une fois rempli,fr,Annexe A : Antécédents/Déclaration de parrainage — Doit être utilisé uniquement lors de la présentation d'une demande au Canada à titre de demandeur d’asile (Guide 5746) (eIMM 5669) - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/formulaires-demande-guides/eimm5669.html
6/14/2026,J’envoie la demande de citoyenneté depuis janvier 2026 mon fils souffre à le République dominicaine depuis 3 ans il ne va plus à l’école svp aidez moi je souffre de sa condition la bas,fr,Comment vérifier l’état de votre demande à IRCC - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/verifier-etat.html
6/14/2026,# ### ### ###2INAMPKT32075,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/14/2026,looking for details on how to move to canada from united kingdom through IEC,en,Work and travel abroad with IEC - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadians/international-experience-canada/outbound-country-quiz.html
6/14/2026,I want to find out if I can get a form to renew my passport at the post office.,en,Renew a passport online in Canada - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports/renew-adult-passport/submit-form-fees/renew-online.html
6/14/2026,I want to attend AICHE conference in Montreal. Need to apply VISA for it. provide guidelines,en,Document Checklist: Temporary Resident Visa (Visitor Visa) outside of Canada (IMM 5484) - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/imm5484.html
6/14/2026,تقديم للجو من السودان,en,Refugees and asylum - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/refugees.html
6/14/2026,payer ave,fr,Autorisation de voyage électronique (AVE) : Au sujet du processus - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave/au-sujet.html
6/14/2026,I would like to find out if a letter was sent requesting a medical for my spousal pr application,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/14/2026,L’entrée express canada comment remplir sa demande,fr,Immigrer dans le cadre d’Entrée express - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/immigrer-canada/entree-express.html
6/14/2026,I did not get a confirmation email,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/14/2026,"I am a lady ,from Nigeria ,I wish to relocate to Canada as a permanent residence in canada",en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/14/2026,Redeemed rehabilitation,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
